@relation train_10K-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10

@attribute lucene numeric
@attribute inlink numeric
@attribute outlink numeric
@attribute valid {0,1}

@data
3.694908,3,20,0
5.978614,11,64,0
15.607887,280,38,1
15.607887,91,106,1
15.607887,64,37,1
5.744425,151,147,0
15.607887,342,111,1
7.06068,13,9,0
6.311723,16,12,0
6.035778,3,6,0
5.771071,4,19,0
15.607887,3098,216,1
6.623282,85,63,1
15.607887,99671,1058,1
7.902174,19464,252,1
15.607887,1033,57,1
11.086099,145,163,0
3.475785,105,244,0
8.019816,7847,119,1
7.759539,0,0,1
3.72037,0,0,1
15.607887,1923,109,1
15.607887,2064,225,1
15.607887,0,0,0
3.456374,2,11,0
15.607887,250,191,1
9.387297,2129,221,1
8.596221,0,0,1
7.622968,69,94,0
5.795753,12,11,0
10.597252,214,48,1
6.534123,3,5,0
9.182247,38,45,0
7.185633,568,34,1
9.941461,684,63,1
9.242276,1,133,0
15.607887,26790,769,1
10.428916,0,0,1
15.607887,42,87,1
10.884933,393,169,1
8.673003,2814,279,1
4.926638,3,2,0
15.607887,75,123,1
5.635298,294,349,0
10.052303,269,248,1
11.790175,1272,163,1
10.618588,1853,602,1
11.628204,514,321,1
7.532459,17,23,0
13.528445,0,0,1
3.325897,4,22,0
6.457704,6,12,0
5.941097,3,156,0
15.202422,116,211,1
15.607887,23550,1038,1
10.022512,11861,1038,1
3.325897,5,5,0
15.607887,656,41,1
6.119235,83,92,0
7.532459,25,36,0
3.325897,51,56,0
8.082787,2681,281,1
12.126647,169,26,1
15.607887,0,0,1
8.81488,945,387,1
2.594826,10,404,0
4.173936,5,21,0
15.607887,62,109,1
5.92823,489,192,0
7.819854,21,39,0
10.076476,0,0,1
6.295327,63,47,0
9.223474,249,111,1
8.631072,288,36,0
5.259017,8,26,0
6.492229,41,163,0
13.02759,688,134,1
9.321713,1,21,0
5.567823,97,115,0
7.40418,49,58,0
15.607887,181,116,1
15.607887,474160,1635,1
12.690115,764,116,1
2.64001,17,30,0
8.006294,184,104,0
12.196107,855,221,1
11.097028,4425,513,1
7.186913,266,123,0
15.607887,1892,167,1
6.484415,2,6,0
10.045284,1097,55,1
15.607887,4,6,1
6.139078,38,34,0
3.056473,7,4,0
5.756771,1,19,0
5.625589,74,140,0
15.67339,307,188,1
15.607887,7776,258,1
15.607887,3816,629,1
15.607887,14259,166,1
6.686822,228,224,0
7.108613,3,6,0
3.49129,7,66,0
6.453669,45,53,0
11.183041,0,0,1
15.607887,471,232,1
5.627041,1140,186,1
15.607887,603,391,1
7.462618,18,21,0
11.647074,0,0,1
7.749247,14,4,0
6.87465,2,82,0
9.450908,22656,95,1
9.295245,0,0,1
4.638453,5,14,0
3.83615,188,201,0
7.698951,66,28,1
15.607887,170,185,1
10.423299,235,46,1
7.024025,34,7,0
5.325196,0,64,0
6.024487,28,37,0
7.195964,5,42,0
15.607887,1556,84,1
15.607887,14494,1193,1
5.315576,32,40,0
15.607887,7847,119,1
12.389011,0,0,1
15.607887,737,228,1
11.097028,13704,539,1
7.532459,2,24,0
10.342609,119,160,0
15.202422,0,0,1
7.966054,352,104,1
8.151835,0,0,0
7.254637,37,77,1
7.06068,69,88,0
5.420627,5,39,0
12.275682,0,0,1
4.813237,3,287,0
15.607887,1033,554,1
7.190777,2,7,0
7.669798,1335,100,1
6.91537,0,0,0
15.607887,149,247,1
10.868001,7,20,0
15.607887,0,0,1
6.012184,2,9,0
7.560213,43,28,0
5.310744,53,60,0
5.470628,1,9,0
7.343206,138,239,0
10.246593,94,132,1
15.607887,41,66,1
15.607887,921,294,1
5.795753,0,7,0
15.607887,32,37,1
5.421845,53,59,0
15.607887,0,0,1
15.202422,30773,693,1
15.607887,1723,237,1
4.720346,1354,565,1
4.655817,16,20,0
12.15791,19,6,1
5.965793,6,12,0
9.223474,249,111,1
9.223474,249,111,1
15.607887,1897,224,1
15.607887,2589,77,1
15.607887,10674,337,1
15.607887,2814,279,1
7.861154,2751,300,1
15.607887,0,0,1
7.208683,16,48,1
11.665889,1873,193,1
6.628256,8,11,0
7.060961,5,9,0
6.368479,7,14,0
3.325897,9,17,0
10.209724,817,229,1
6.387337,2,9,0
3.831751,4,32,0
6.521469,7,17,0
6.402263,1,6,0
15.607887,214,36,1
12.169119,4003,176,1
7.781804,166,160,1
15.607887,277,84,1
15.607887,407,207,1
7.617757,217,137,0
15.607887,1141,588,1
10.935059,120,50,1
12.250422,1345,460,1
6.571336,311,169,1
7.117737,0,0,1
7.027993,66,28,1
6.59163,4,8,0
13.205681,32,39,1
7.069126,69,153,1
6.864321,94,31,0
6.484415,2,6,0
15.607887,797,545,1
10.04913,0,0,1
15.607887,893,361,1
8.848632,80,73,0
5.320773,7,12,0
3.226908,50,15,0
6.673135,52,95,0
15.607887,181,116,1
9.58202,3553,100,1
6.864321,492,94,1
15.607887,236,176,1
6.26173,64,158,0
9.889632,26790,769,1
10.214259,1448,249,1
4.387919,2,157,0
14.221593,124,30,1
10.779573,802,71,1
6.20163,1,2,0
6.858224,12,9,0
15.202422,379,372,1
3.325897,2,13,0
10.401136,4442,78,1
15.607887,0,0,1
10.246593,26,42,0
15.607887,2053,700,0
15.607887,135,194,1
11.747157,540,132,1
6.908064,25,9,0
3.325897,22,258,0
6.628256,57,88,0
12.690115,1048,52,1
9.723173,0,0,1
4.852559,32,12,0
6.717523,4,6,0
10.144055,0,0,1
6.278303,7,4,0
3.325897,2,13,0
15.607887,147,112,1
11.290399,0,0,1
10.523382,775,307,1
8.583238,1632,60,1
14.91474,397,124,1
6.805742,44,66,0
5.624508,1,6,0
15.228653,704,338,1
8.121554,4492,387,1
10.729322,44,111,1
6.894292,1174,511,0
10.880499,2806,230,1
15.607887,4492,387,1
9.892506,417,137,1
7.861154,2751,300,1
15.234517,381,86,1
15.607887,1121,264,1
6.909289,6,19,0
3.325897,19,47,0
6.864321,492,94,1
5.601748,5,33,0
9.976675,7157,399,1
7.18606,3,2,0
15.607887,12520,406,1
10.978025,0,0,1
15.607887,248,309,1
15.607887,1709,797,1
10.167636,0,6,0
6.06835,107,119,0
6.721032,4,232,0
8.151835,9,13,0
15.607887,1141,588,1
9.247448,0,0,1
15.607887,1836,263,1
7.244691,47,43,0
6.864321,2,3,0
15.607887,198,83,1
5.156058,5,32,0
7.357069,0,4,0
7.212409,64737,1047,1
5.859036,16,139,0
9.51572,4053,567,1
15.607887,474,286,1
15.607887,453,236,1
5.467529,24,6,0
10.992766,207,214,0
6.895735,702,73,0
16.173386,707,196,1
5.131836,12,9,0
7.389811,2,18,0
15.607887,8139,723,1
10.514137,8017,863,1
5.325196,191,223,0
7.532459,7,28,0
15.607887,389,22,1
11.23844,1892,167,1
8.405679,879,80,1
15.607887,1234,256,1
7.314513,36,128,0
10.376779,407,178,1
9.456219,2767,92,1
15.607887,407,207,1
7.00073,106,113,0
7.051759,5,18,0
15.607887,311,169,1
7.051473,29,42,0
5.904834,6,6,0
7.082013,109,57,0
6.64447,22,24,0
5.909262,704,338,1
7.669798,1335,100,1
8.256245,30,54,0
9.845835,15,22,0
6.54322,3,7,0
8.509553,2,6,0
4.971738,156,121,0
8.062398,196,152,1
13.661977,514,341,1
5.752622,7,26,0
6.514562,0,0,0
6.831498,3,5,0
8.022061,143,20,1
15.607887,3909,497,1
3.325897,2,12,0
6.561822,11,39,0
12.563365,0,0,1
15.607887,176,202,1
5.628804,9,6,0
5.84351,1,32,0
5.904834,352,104,1
15.607887,123,117,1
6.120296,1,1,0
6.272333,121,16,0
8.994503,1665,396,1
5.372638,14,19,0
5.313301,17,9,0
6.103345,26,94,0
14.103809,389,22,1
6.272333,30,39,0
6.086619,2,5,0
11.628204,514,321,1
5.385803,112,106,0
10.463304,945,304,1
15.607887,1280,269,1
6.91537,0,0,0
15.607887,0,0,1
11.23213,3510,215,1
9.841504,175,133,1
1.595937,0,0,0
10.973158,607,137,1
11.513542,0,0,1
6.137841,0,9,0
7.095171,10,6,0
7.06068,158,193,0
12.31205,1624,474,1
6.103345,0,16,0
15.202422,0,0,1
6.831498,17,41,0
5.784536,202,107,0
15.202422,3707,621,1
7.51523,11,8,0
3.828758,10,16,0
5.978239,40,57,0
15.607887,1045,367,1
15.607887,425,253,1
11.043539,325,99,1
15.607887,190,195,1
6.20163,21,26,0
11.097028,7762,511,1
15.607887,3098,216,1
15.607887,522,153,1
5.325196,92,126,0
15.607887,362,216,1
8.134808,14,234,1
10.838071,619,32,1
15.607887,214,36,1
6.103345,6,16,0
8.324439,9,19,0
11.983546,717,69,1
6.014251,1,15,0
15.607887,471,232,1
15.607887,2346,224,1
15.607887,4492,387,1
10.849996,6024,497,1
15.607887,0,0,1
7.441616,48,50,0
10.523382,4,16,0
5.145983,3,9,0
15.607887,75,123,1
11.166669,362,216,1
6.861265,6,29,0
6.184604,1,6,0
11.705915,0,0,1
7.19561,280,38,1
6.019198,31,42,0
15.607887,1893,276,1
12.933739,0,0,1
15.607887,1933,233,1
8.041904,896,676,1
5.528223,2,2,0
13.356595,107,112,0
4.832209,0,7,0
12.774673,572,542,1
10.680633,227,177,0
10.035733,44,47,0
7.843591,33,78,0
6.208766,72,19,1
9.223474,249,111,1
3.325897,46,50,0
6.183847,11,16,0
5.714875,1,9,0
15.607887,802,271,1
6.75756,64,32,0
15.607887,279,141,1
9.464884,751,151,1
8.971952,10,10,0
9.156627,653,98,1
6.490521,29,17,0
5.074951,2,51,0
3.490713,12,10,0
7.861154,2751,300,1
11.086099,44,111,1
15.607887,1709,797,1
9.513189,0,0,1
15.607887,1897,224,1
6.049768,0,0,0
9.976675,7157,399,1
13.216394,101,150,1
7.730755,19,31,0
6.666403,17,36,0
6.088519,2257,360,1
6.368065,0,8,0
6.429575,134,177,0
5.411569,31,115,0
15.607887,1335,100,1
7.40418,404,206,0
9.680961,0,0,1
15.607887,0,0,1
5.233794,0,4,0
10.799776,1033,554,1
6.559937,0,4,0
15.607887,1121,264,1
15.607887,140441,1039,1
11.676062,305,29,1
15.607887,33,17,1
3.325897,5,27,0
5.978614,210,241,0
11.609686,468,30,1
8.585911,165080,1419,1
5.321436,0,33,0
7.09962,5,9,0
15.607887,3282,369,1
15.607887,862,119,1
7.027993,12,32,0
5.998485,0,0,0
13.101459,2049,200,1
5.741923,3,80,0
9.723173,0,0,0
7.971942,2751,300,1
3.325897,5,5,0
6.477186,596,572,1
6.293731,0,7,0
15.607887,336,128,1
6.500711,3,9,0
11.017831,419,420,0
15.607887,474160,1635,1
6.372843,2,7,0
5.859649,65,142,0
8.041904,3,21,0
7.368859,143,28,0
7.820299,111934,964,1
6.354773,4,8,0
15.607887,307,104,1
5.954971,3,6,0
15.607887,363,19,1
8.121554,4492,387,1
5.965793,6,12,0
11.621153,391,85,1
15.607887,1709,797,1
11.425837,0,0,1
15.607887,1179,77,1
15.607887,155,18,1
6.105091,0,8,0
6.076984,2,17,0
10.423299,235,46,1
8.794992,3,27,0
7.762079,24,30,0
5.725858,1,11,0
15.202422,0,0,1
10.824571,4563,432,1
15.607887,1893,276,1
15.607887,2666,130,1
12.35182,6,9,1
7.267628,33,21,0
3.518969,0,3,0
5.69419,6,13,0
6.43774,2,10,0
6.819977,1444,94,0
7.532837,3,15,0
15.607887,474160,1635,1
7.850622,0,354,1
9.249179,21,15,0
6.485487,92,102,0
6.855197,7,115,0
15.607887,619,32,1
11.173773,474,286,1
15.607887,3416,120,1
9.140188,13,24,0
15.607887,0,0,1
8.881654,13,30,0
9.666401,8,7,0
6.263528,3844,216,1
7.778401,49,33,1
6.703178,113,120,0
7.980099,46,70,0
13.16554,127,162,1
9.097629,0,0,1
15.607887,392,75,1
11.996969,0,0,1
5.962163,37,24,0
5.798854,7,6,0
6.625369,18,21,1
5.625589,35,40,0
7.837396,11,61,0
4.750757,1,23,0
7.560213,1,6,0
11.944325,193,59,1
12.11138,0,0,1
15.202422,0,0,1
3.325897,19,47,0
9.34314,3,17,0
15.607887,356,153,1
15.607887,181,116,1
6.70555,139,117,0
5.411569,19,16,0
13.356595,16,28,1
7.506609,6,15,0
5.562442,98,161,0
3.325897,70,75,0
8.255391,95,5,0
4.442508,10,140,0
9.555797,469,42,1
6.120296,5,38,0
15.607887,1773,662,1
10.469152,961,114,1
3.704577,114,119,0
11.970301,1414,169,1
7.457242,2,43,0
15.607887,2083,193,1
5.501662,3,2,0
4.511056,436,348,1
4.863311,1,258,0
5.325196,2,17,0
6.858224,9,9,0
5.325196,2,17,0
12.052539,128,47,0
6.65265,3,47,0
15.607887,123,117,1
6.151685,2,13,0
15.607887,21,23,1
15.607887,180,108,1
12.275682,0,0,1
8.583238,1632,60,1
15.607887,4425,149,1
15.607887,279,54,1
9.233714,519,141,1
3.325897,4,45,0
7.695031,28,29,1
12.446732,523,200,1
6.295327,7,37,0
5.123297,0,14,0
5.008723,1,10,0
5.589064,4,8,0
15.607887,0,0,0
5.385732,0,0,0
5.844486,10,14,0
7.494125,8607,429,1
3.325897,5,9,0
5.624508,0,0,1
6.105437,4,6,0
9.183828,533,516,1
15.607887,155,18,1
9.822525,98,35,1
15.607887,263,131,1
13.042937,1058,223,1
15.607887,0,0,1
9.091694,4229,391,1
15.607887,0,0,1
5.935109,2,6,0
6.805868,488,217,1
8.736699,0,12,0
6.767978,133,196,0
7.382749,1,82,0
9.046149,0,0,1
9.40232,0,0,0
5.656499,1,9,0
14.879575,92,100,1
12.96883,65,30,1
15.607887,707,171,1
6.569421,86,103,0
15.607887,7595,46,1
5.25958,3,4,0
6.440364,0,6,0
12.34979,411,255,1
5.317412,171,54,0
6.239919,11,8,0
15.607887,1788,356,1
5.52606,1,5,0
7.639685,104,124,0
6.942548,37,56,0
4.799642,5,23,0
6.262899,5,9,0
6.333749,0,9,0
15.202422,298,107,1
5.602561,7,16,0
6.42629,400,308,0
8.096938,767,311,1
9.091694,4229,391,1
6.280706,1,20,0
3.179611,9,10,0
6.573256,105,115,0
6.412987,61,77,0
7.231395,85,63,1
8.583238,1632,60,1
7.867164,345,139,1
7.843591,11,25,0
11.845008,1171,87,1
7.302174,13,25,0
8.332715,7595,46,1
9.231186,64,22,1
13.998448,230,29,1
13.89652,0,0,1
7.882597,15,12,0
10.992766,204,207,0
14.206455,827,465,1
8.062398,196,152,1
15.607887,0,0,1
10.428916,0,0,1
6.419331,2,14,0
10.454596,1316,337,1
10.535843,5866,453,1
9.387297,453,286,1
5.169313,34,73,0
15.607887,2219,354,1
10.610675,683,28,1
7.70466,1793,275,1
5.367629,1,10,0
5.008723,5,55,0
15.607887,334,62,1
5.61034,6,30,0
3.325897,36,60,0
6.700815,5,13,0
15.607887,2589,77,1
15.607887,606,471,1
13.528445,83,18,1
8.083587,1,10,0
15.607887,2424,305,1
8.105518,36,50,0
15.607887,61549,792,1
15.607887,916,220,1
7.462157,42,58,0
6.717523,0,0,0
15.607887,96,50,1
6.918703,140,76,0
5.071708,580,323,1
9.364692,0,0,1
4.468275,4,6,0
6.623282,85,63,1
5.802205,984,29,1
7.004552,51,393,0
7.837453,0,0,0
7.669798,1335,100,1
11.647074,0,0,1
6.561822,7,84,0
15.202422,178,268,0
6.625369,3,9,0
10.096477,335,211,1
5.115148,20,36,0
9.438276,32,43,0
6.387337,37,31,1
6.495071,3816,629,1
7.046985,41,66,1
15.607887,2156,337,1
6.426525,0,0,0
15.607887,41,143,1
10.564436,6945,708,1
9.223474,249,111,1
15.607887,117,39,1
11.283754,893,361,1
5.822014,48,61,0
5.558675,51,60,0
6.467369,20,9,0
6.985488,17,36,0
15.607887,0,0,1
15.607887,660,329,1
15.202422,0,0,1
6.633787,4,21,0
8.702635,4,11,0
15.607887,221,223,1
15.607887,1040,236,1
6.024487,2,8,0
13.209991,39,51,0
15.607887,2902,239,1
4.037116,0,0,1
15.607887,2814,279,1
12.663447,6670,795,1
4.590221,77,94,0
3.325897,4,15,0
7.966054,16,38,0
15.607887,8843,566,1
5.151032,11,35,0
7.550954,9,8,0
6.387337,12,16,0
9.321539,7,19,0
5.951092,1,26,0
5.12565,30,35,0
7.781804,7,12,0
8.625953,4147,42,1
8.002829,77,49,0
11.676062,41,66,1
10.546967,7,11,0
7.89842,5,23,0
15.607887,2736,235,1
6.177688,46,46,0
15.607887,0,0,1
7.884767,0,0,1
15.607887,474160,1635,1
15.607887,1416,107,1
6.867393,1,7,0
11.097028,7762,511,1
15.607887,0,0,0
5.421845,3,32,0
9.387297,2129,221,1
11.310601,310,65,1
15.202422,85,63,1
10.695232,52,106,0
6.71177,33,43,0
9.387297,2129,221,1
5.391221,6,164,0
8.083587,111,27,1
4.57131,1,6,0
4.927979,11,19,0
9.54062,445,243,1
11.177071,0,0,1
5.656499,2,44,0
15.607887,681,197,1
11.790175,8,12,0
12.392075,568,34,1
7.984171,65,30,1
11.166669,362,216,1
10.885186,2138,181,1
10.607302,0,0,1
15.607887,3918,549,1
4.241133,2,11,0
3.197331,3,68,0
15.607887,560,517,1
5.420627,15,28,0
5.214254,17,51,0
15.202422,6,164,1
6.79274,87,79,0
15.202422,0,0,1
13.305301,499,82,1
5.459526,0,0,0
14.91474,0,0,1
10.610675,683,28,1
11.582774,362,216,1
5.741923,111,124,0
7.805288,7,9,0
5.806138,4,13,0
7.06068,3,4,0
10.577449,360,356,1
5.583723,6,17,0
7.396954,33,3,0
8.121554,4492,387,1
7.214659,9,2,0
11.15937,18,59,0
9.434101,0,0,1
11.556102,1045,367,1
3.325897,12,67,0
6.849188,8,26,0
6.77857,8,18,0
6.440364,20,11,0
10.884933,393,169,1
8.771091,4229,391,1
9.544102,12443,220,1
6.754983,26,53,0
15.607887,41,66,1
15.607887,422,422,1
7.569214,2,6,0
6.84028,11,10,0
4.933755,154,358,0
7.532459,6,14,0
15.607887,0,0,1
7.06068,183,165,0
15.607887,647,832,1
12.250422,1345,460,1
9.387297,221,223,1
6.623282,4,10,0
11.48885,294,52,1
5.467529,7,11,0
4.481762,2,8,0
6.546896,37,124,0
5.321436,24,52,0
8.962796,61,183,1
15.607887,2263,523,1
5.325196,14,26,0
7.243845,2,7,0
3.325897,2,11,0
6.727312,3,9,0
6.817129,88,76,0
9.247448,0,0,1
15.607887,2721,99,1
3.74649,1,5,0
9.039809,1,17,0
7.99518,128,10,0
11.303821,1897,224,1
10.498916,196,187,0
5.456672,1,5,0
14.454073,172,28,1
6.629563,7,9,0
11.665889,1873,193,1
7.778321,219,278,0
6.64447,76,62,0
6.960156,26,40,0
7.040052,146,69,1
10.50802,2534,622,0
7.051473,10,28,0
3.728685,30,4,0
7.073392,4,21,0
8.324439,17,7,0
7.368859,143,28,0
14.768683,81,55,1
5.63214,29,41,0
2.74544,2,12,0
5.95283,2,8,0
8.151835,30,79,0
15.607887,481,113,1
12.024368,2,11,1
8.735241,2328,301,1
5.490766,0,10,0
5.39442,339,353,0
15.607887,750,82,1
5.39442,337,355,0
8.673003,2814,279,1
7.696807,6,13,0
6.45956,24,15,0
3.825185,2,50,0
7.730755,36,40,0
15.607887,2814,279,1
6.076984,10,38,0
5.074151,52,183,0
15.607887,612,164,1
7.532459,48,62,0
6.053105,96,84,1
9.247448,0,0,1
7.044123,24,26,0
11.529342,3883,195,1
7.527724,1,7,0
8.702635,2424,305,1
15.607887,3883,195,1
9.295245,3,21,0
6.588833,219,129,0
3.325897,2,12,0
6.732254,21,25,0
7.569613,45,45,0
8.42875,3243,269,1
15.607887,2138,181,1
3.325897,3,8,0
15.607887,688,134,1
5.440087,155,173,0
15.607887,282,43,1
4.693633,1,6,0
5.439147,123,49,0
6.283119,4,12,0
8.151835,2,0,0
7.914655,2,11,0
11.244788,1487,344,1
9.367611,36,52,0
5.321436,0,0,0
11.108077,0,0,1
6.157591,10,52,0
15.607887,2666,130,1
5.394129,3,12,0
6.368479,7,14,0
15.607887,277,84,1
6.024487,18,12,0
11.086099,44,111,1
11.183041,0,0,1
15.607887,214,36,1
6.525154,51,27,0
2.058077,15,61,0
15.607887,1824,80,1
5.98515,34,35,0
8.082787,2681,281,1
15.607887,310,65,1
7.303696,1264,104,0
15.607887,1817,292,1
8.598477,43,59,0
10.614059,156,226,0
15.607887,140441,1039,1
5.719448,3,4,0
6.77857,40,61,0
8.041904,896,676,1
7.069126,11,22,0
15.607887,1113,292,1
11.23213,49,101,1
8.673003,2814,279,1
11.166651,258,148,1
10.018767,3,6,0
15.375864,8,22,1
5.440309,6,8,0
5.309255,3,28,0
3.325897,43,47,0
8.121554,4492,387,1
6.514562,6,6,0
11.283754,893,361,1
13.816128,1242,503,1
15.202422,30773,693,1
15.607887,448,111,1
10.401136,4442,78,1
4.708821,335,211,1
15.607887,131,18,1
7.40418,9,17,0
6.096406,382,294,1
6.030107,28,29,0
15.607887,436,348,1
6.088833,3,11,0
6.610906,374,288,0
10.587301,4622,212,1
10.845712,159,162,0
3.325897,5,27,0
6.232071,65,61,0
6.404121,70,96,0
3.325897,74,96,0
15.607887,214,36,1
7.020082,5,11,0
6.119235,73,18,0
15.607887,1147,234,1
15.202422,1345,460,1
15.607887,2337,452,1
13.256512,0,0,1
12.11138,0,0,1
8.03293,352,104,1
6.469191,4,9,0
6.482153,0,0,0
14.221593,82,59,1
7.117737,0,0,1
5.237517,5,7,0
10.50802,0,0,1
5.532296,34,27,0
6.281683,1,49,0
15.607887,0,0,1
6.868043,129,132,1
4.992838,6,13,0
15.607887,2814,279,1
10.287319,4,6,0
7.267628,7,33,0
15.607887,4229,391,1
2.824988,11,12,0
4.95362,2,6,0
9.921333,7157,399,1
5.438052,6,10,0
15.607887,3883,195,1
14.91474,248,139,1
13.082158,175,92,1
12.024368,0,0,1
7.996491,2206,129,1
15.607887,681,9,1
15.607887,86,17,1
15.607887,0,0,1
7.44938,16,48,1
11.205713,1574,169,1
3.325897,51,56,0
6.035778,0,0,0
10.50802,2534,622,1
7.020082,72,82,0
5.762604,110,123,0
13.506606,34,35,1
6.559937,7,14,0
13.410663,614,335,1
15.607887,2814,279,1
8.595116,4,13,0
6.084856,34,62,0
8.121554,4492,387,1
9.760004,26,9,0
8.158353,972,659,1
8.940929,106,122,0
15.607887,704,338,1
5.365903,645,295,1
9.703889,12520,406,1
6.232071,33,36,0
9.75493,123,117,1
7.521272,111,26,1
12.024368,0,0,1
11.823697,0,0,1
12.223496,124,14,0
5.321436,24,52,0
9.984097,4690,117,1
6.548743,69,44,0
6.06835,123,205,0
15.607887,0,0,1
6.690483,5,5,0
7.155628,77,38,1
6.06493,28,7,0
8.517394,923,249,1
13.042937,141,134,1
6.370652,2,13,0
15.607887,0,0,1
6.140039,27,215,0
5.166163,117,161,0
15.607887,0,0,1
15.607887,434,130,1
11.647074,0,0,1
6.595266,4,12,0
7.598687,23,45,0
9.75493,123,117,1
15.607887,1414,169,1
15.607887,704,338,1
6.382494,4,10,0
10.783582,15,6,0
15.607887,23,19,1
15.607887,87,101,1
7.762079,166,196,0
11.647074,2405,239,1
14.91474,362,80,1
11.297088,279,54,1
9.040512,26835,1131,1
7.051905,16,24,0
6.272333,5,27,0
4.736636,0,9,0
8.583238,1632,60,1
15.607887,813,479,1
15.202422,2049,385,1
9.555797,469,42,1
6.691117,21,23,1
6.54139,57,100,0
15.607887,9,18,1
7.069126,15,71,0
6.867393,7,40,0
6.610906,265,62,0
7.303696,78,45,0
14.103809,389,22,1
6.039989,44,23,0
6.56864,31,18,0
6.280706,12,135,0
7.532459,2,18,0
8.096938,767,311,1
5.625589,0,79,0
5.536844,24,7,0
11.906585,566,118,1
6.646629,0,0,0
11.957229,491,93,1
5.31214,69,137,0
5.440978,92,121,0
10.347858,526,454,1
5.025713,2923,407,1
8.645643,3707,621,1
15.607887,60,30,1
15.607887,16868,692,1
15.202422,30773,693,1
15.607887,688,134,1
4.702438,32,83,0
6.281912,201,253,0
8.455278,488,217,1
7.032408,1,7,0
15.607887,2814,279,1
6.918703,4,5,0
10.020638,145,84,0
5.403033,41,24,0
5.606719,10,32,0
8.559217,2814,279,1
9.242276,3,97,0
6.622592,18,21,1
6.521469,0,1,0
6.864321,5631,376,1
7.54183,14,36,0
5.735347,0,0,0
4.923021,144,171,0
10.824571,4563,432,1
13.256512,1426,273,1
15.607887,0,0,1
6.970963,277,84,1
15.607887,269,248,1
10.234926,0,0,1
15.607887,0,0,1
15.607887,1709,797,1
7.867164,7,26,0
15.607887,164,63,1
15.607887,96,102,1
3.325897,19,47,0
6.464131,53,37,1
9.814874,827,253,1
9.351178,297,50,1
6.404121,4,38,0
7.090755,2,20,0
14.91474,0,0,1
15.607887,0,0,1
3.006682,0,0,0
10.767053,1794,572,1
5.953292,10,22,0
13.998448,0,0,1
4.617019,23,17,0
8.201862,5,15,0
6.232071,13,4,0
9.630785,94,228,1
10.546967,7,11,0
6.898569,1,6,0
6.75756,45,90,0
5.017867,0,0,0
15.607887,453,126,1
6.1369,2,7,0
8.673003,2814,279,1
6.443481,18,10,0
5.744472,12,28,0
3.325897,14,16,0
8.455278,196,208,1
15.607887,1923,109,1
5.703536,14494,1193,1
15.607887,1335,100,1
9.595637,1615,156,1
12.275682,5229,548,1
6.668639,603,357,1
6.554315,4,4,0
6.105437,203,124,0
5.635298,39,64,0
9.979582,138,139,1
15.607887,474160,1635,1
5.629333,2,2,0
15.607887,360,356,1
7.843591,2,111,0
15.607887,2589,77,1
8.083587,111,27,1
10.723019,531,523,1
5.978614,71,98,0
5.325196,2,46,0
15.607887,2806,230,1
7.254637,37,77,1
5.84351,171,123,0
4.404831,8,10,0
15.607887,310,65,1
14.691596,0,0,1
15.607887,1794,572,1
15.607887,1933,233,1
15.607887,96,50,1
7.16547,53,391,0
9.484742,53,37,1
12.745687,334,62,1
5.858033,0,8,0
6.325636,3,13,0
15.607887,2122,113,1
15.607887,619,32,1
5.991773,9,105,0
6.861265,49,20,0
12.842713,77,114,1
11.944325,1306,217,1
9.039809,94,228,1
15.607887,1426,273,1
8.779537,100,10,0
9.51572,4053,567,1
10.987828,4,27,0
4.647623,352,234,0
15.607887,96,50,1
5.471287,0,18,0
5.336706,4,6,0
7.279421,8,12,0
6.295327,7,14,0
12.275682,0,0,1
9.876865,2301,445,1
14.204812,123,117,1
7.596444,60,30,1
7.073392,34,24,0
10.475034,665,102,1
14.355124,242,179,1
11.303821,434,102,1
12.774673,98,78,0
6.559937,34,23,0
6.830988,73,164,0
12.303927,39,62,0
14.91474,204,151,1
7.795246,13,61,0
15.607887,389,22,1
6.834412,2,5,0
9.909117,331,252,1
5.325196,48,72,0
11.124885,2119,308,1
8.49719,3243,269,1
11.360449,271,163,1
6.379793,61,64,0
6.70447,59,74,0
6.09508,0,8,0
12.539834,436,85,1
7.056499,16,8,0
10.480951,12091,1343,1
5.321436,24,52,0
9.748527,327,38,1
6.867393,7,40,0
6.703178,17,42,0
10.987828,619,32,1
5.625589,0,11,0
14.355124,270,155,1
13.209991,363,64,1
7.056499,14,22,0
6.796492,14,52,0
15.607887,1690,646,1
6.852185,16,51,0
11.310601,310,65,1
3.325897,42,66,0
6.128992,30,42,0
9.950149,0,0,0
6.765357,30,91,0
9.174947,1090,227,1
6.040763,38,38,0
7.051905,170,189,0
15.607887,1490,36,1
8.107508,1295,22,1
6.103345,86,127,0
11.716066,0,0,1
5.514017,0,35,0
5.782417,6,16,0
12.1579,85,24,1
6.050601,58,58,0
7.762079,3,8,0
15.671086,896,676,1
7.498106,75,37,1
10.751957,491,84,1
15.607887,762,355,1
7.463809,23,37,0
10.392951,7776,258,1
9.625211,5,21,0
8.81488,9,15,0
15.607887,374,161,1
6.470625,5,17,0
6.685009,10,3,0
5.299708,26,28,0
15.607887,987,62,1
4.74677,72,196,0
9.214296,84,140,0
7.608687,3,7,0
11.290399,0,0,1
9.625211,8,20,0
